nombre,mandato,distrito,partido,acta,clausura,anulado,desafuero,fallece,otros,reemplazo,renuncia,reemplazo,no incorporo,vacante
"AVELLANEDA, MARCO AURELIO",1914-1918,Buenos Aires,No consignado,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"AVELLANEDA, MARCO M.",1900-1904,Capital Federal,No consignado,"Decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial",,,,,,,,,,
"AVELLANEDA, MARCO M.",1896-1900,Capital Federal,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial Nota",,,,,,,,,,
"AVELLANEDA, NICOLAS (H)",1942-1946,Buenos Aires,DEMOCRATA NACIONAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1943/1946 (RAWSON-RAMIREZ-FARRELL),,,,,,,,,
"AVELLANEDA, NICOLAS A.",1918-1922,Buenos Aires,PARTIDO CONSERVADOR,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"AVELLANEDA, NICOLAS A.",1914-1918,Buenos Aires,No consignado,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"AVELLANEDA, SIMON",1930-1934,Catamarca,UNION CIVICA RADICAL SITUACIONISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1930/1932 (URIBURU),,,,,,,,,
"AVETA, FRANCISCO OMAR",1963-1965,San Juan,UNION CIVICA RADICAL CRUZADA RENOVADORA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"AVILA GALLO, EXEQUIEL JOSE BENITO",1987-1991,Tucumán,DEFENSA PROVINCIAL BANDERA BLANCA,,,,,,,,,,,
"AVILA, AGUSTIN A.",1973-1977,Tucumán,FRENTE JUSTICIALISTA DE LIBERACION,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1976/1983 (VIDELA-VIOLA-GALTIERI-BIGNONE),,,,,,,,,
"AVILA, EDUARDO CARLOS",1995-1999,Santiago del Estero,FRENTE PARTIDO JUSTICIALISTA,,,,,,,,,,,
"AVILA, EDUARDO M.",1963-1967,Tucumán,UNION DEL PUEBLO ARGENTINO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1966/1973 (ONGANIA-LEVINGSTON-LANUSSE),,,,,,,,,
"AVILA, MARIO EFRAIN",1987-1991,Santiago del Estero,UNION CIVICA RADICAL,,,,,,,,,,,
"AVILA, PEDRO",1860-1862,Córdoba,No consignado,,Clausura del Poder Legislativo en 1861 por la Confederación Argentina,,,,Parana,,,,,
"AVOSCAN, HERMAN HORACIO",2011-2015,Rio Negro,FRENTE PARA LA VICTORIA,,,,,,,,,,,
"AYALA LOPEZ TORRES, FRANCISCO",1946-1950,Corrientes,PARTIDO LABORISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,Mandato prorrogado hasta 30/04/1952,,,,,
"AYALA, JUAN CARLOS",1997-2001,Chaco,PARTIDO JUSTICIALISTA,,,,,,,,,,,
"AYALA, JUAN CARLOS",1989-1993,Chaco,FRENTE JUSTICIALISTA de UNIDAD POPULAR,,,,,,,,,,,
"AYALA, SUSANA BEATRIZ",1993-1997,Chaco,PARTIDO JUSTICIALISTA,,,,,,,,,,,
"AYARRAGARAY, LUCAS",1908-1912,Capital Federal,No consignado,"Decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Nota girada a esta Cámara por la Legislatura provincial",,,,,,,,,,
"AYARRAGARAY, LUCAS",1891-1894,Entre Ríos,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial Nota",,,,,,,,,,
"AYARRAGARAY, LUCAS",1894-1898,Entre Ríos,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial;",,,,,,,,,,
"AYBAR, JOSE ANTONIO",1958-1962,Tucumán,UNION CIVICA RADICAL DEL PUEBLO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"AYERBE, LAZARO BALLINO",1946-1948,Buenos Aires,LABORISTA E INDEPENDIENTE,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"AYERZA, FRANCISCO",1894-1898,Buenos Aires,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y ReglamentoActa judicial del resultado electoral o Acta de la sesión de la Legislatura provincialNota girada a esta Cámara por la Legislatura provincial",,,,,,,,,,
"AYETZ, LILIANA",1993-1997,Buenos Aires,MOVIMIENTO para la DIGNIDAD y la INDEPENDENCIA,,,,,,,,,,,
"AZCOITI, PEDRO JOSÉ",2005-2009,Buenos Aires,UNION CIVICA RADICAL,,,,,,,,,,,
"AZCONA, VICENTE M.",1983-1987,Mendoza,UNION CIVICA RADICAL,,,,,,,,,,,
"AZURMENDI, ERNESTO",1973-1977,Salta,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1976/1983 (VIDELA-VIOLA-GALTIERI-BIGNONE),,,,,,,,,
"BACCAY, RODOLFO D.",1963-1967,Misiones,UNION CIVICA RADICAL DEL PUEBLO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1966/1973 (ONGANIA-LEVINGSTON-LANUSSE),,,,,,,,,
"BACHINI, JOSE A.",1963-1967,Santa Fe,UNION CIVICA RADICAL DEL PUEBLO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,Falleció el 21/07/1965,,,,,,
"BADRAN, JULIO",1987-1991,Córdoba,FRENTE JUSTICIALISTA RENOVADOR,,,,,,,,,,,
"BAEZ, RICARDO",1930-1934,Mendoza,UNION CIVICA RADICAL,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial",Clausura del Poder Legislativo en el período 1930/1932 (URIBURU),,,,,,,,,
"BAFFICO, ALEJANDRO O.",1963-1967,Capital Federal,UNION CIVICA RADICAL DEL PUEBLO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1966/1973 (ONGANIA-LEVINGSTON-LANUSSE),,,,,,,,,
"BAGLINI, RAUL EDUARDO",1999-2003,Mendoza,"ALIANZA POR EL TRABAJO, LA JUSTICIA Y LA EDUCACION",,,,,,,"Reemplazado por OSTROPOLSKY, ALDO",,,,
"BAGLINI, RAUL EDUARDO",1985-1989,Mendoza,UNION CIVICA RADICAL,,,,,,,,,,,
"BAGLINI, RAUL EDUARDO",1989-1993,Mendoza,UNION CIVICA RADICAL,,,,,,,,,,,
"BAGLINI, RAUL EDUARDO",1983-1985,Mendoza,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"BAGNASCO, VICENTE",1946-1950,Buenos Aires,LABORISTA E INDEPENDIENTE,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,Mandato prorrogado hasta 30/04/1952,,,,,
"BAIGORRI, GUILLERMO F.",2003-2007,San Juan,PARTIDO JUSTICIALISTA,,,,,,,,,,,
"BAIGORRIA, MIGUEL ANGEL",2001-2005,Tierra del Fuego,PARTIDO JUSTICIALISTA,,,,,,,,,,,
"BAIGORRIA, NELIDA ROSA TERESA",1958-1962,Capital Federal,UNION CIVICA RADICAL INTRANSIGENTE,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"BAJCAZMAN, RAUL I.",1973-1977,Capital Federal,ALIANZA POPULAR REVOLUCIONARIA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1976/1983 (VIDELA-VIOLA-GALTIERI-BIGNONE),,,,,,,,,
"BAKIRDJIAN, ISIDRO ROBERTO",1985-1989,Buenos Aires,PARTIDO INTRANSIGENTE,,,,,,,,,,,
"BALADRON, MANUEL JUSTO",2005-2009,La Pampa,FRENTE PARA LA VICTORIA - PARTIDO JUSTICIALISTA,,,,,,,,,,,
"BALADRON, MANUEL JUSTO",2001-2005,La Pampa,PARTIDO JUSTICIALISTA,,,,,,,,,,,
"BALADRON, MANUEL JUSTO",1997-2001,La Pampa,PARTIDO JUSTICIALISTA,,,,,,,,,,,
"BALAGUER, DALMIRO",1900-1904,San Juan,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial",,,,Falleció el 13/02/1903,,"Reemplazado por CORTINEZ, DOMINGO",,,,
"BALAGUER, DALMIRO",1892-1896,San Juan,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la",,,,,,,,,,
"BALANDA, MARIANO PEDRO",1987-1991,Misiones,UNION CIVICA RADICAL,,,,,Fallecio el 07/12/1991,,,,,,
"BALBASTRO, GERARDO ABEL",1973-1977,Corrientes,PARTIDO LIBERAL DE CORRIENTES,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1976/1983 (VIDELA-VIOLA-GALTIERI-BIGNONE),,,,,,,,,
"BALBI, AIMAR ARMANDO",1955-1961,Buenos Aires,PARTIDO PERONISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1955/1958 (LONARDI-ARAMBURU),,,,,,,,,
"BALBI, AIMAR ARMANDO",1952-1955,Buenos Aires,PARTIDO PERONISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"BALBI, ANGEL B.",1930-1934,Entre Ríos,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1930/1932 (URIBURU),,,,,,,,,
"BALBI, ISIDRO GERONIMO",1965-1969,Entre Ríos,UNION CIVICA RADICAL DEL PUEBLO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1966/1973 (ONGANIA-LEVINGSTON-LANUSSE),,,,,,,,,
"BALBI, ISIDRO GERONIMO",1963-1965,Entre Ríos,UNION CIVICA RADICAL DEL PUEBLO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"BALBIN, RICARDO",1948-1952,Buenos Aires,UNION CIVICA RADICAL,,,,Desafuero 29/09/1949,,,,,,,
"BALBIN, RICARDO",1946-1948,Buenos Aires,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"BALBOA, HERNAN ALFREDO",1963-1965,Córdoba,UNION CIVICA RADICAL DEL PUEBLO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"BALBOA, HERNAN ALFREDO",1962-1966,Córdoba,UNION CIVICA RADICAL DEL PUEBLO,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,Disolución del Poder Legislativo en el período 1962/1963 por Decreto del PEN 9204/62 (Guido) que impuso la reorganización de los partidos políticos,Comicio anulado 25/04/1962,,,,,,,,
"BALCEDO, MARIA ESTHER",2011-2015,Buenos Aires,FRENTE PARA LA VICTORIA,,,,,,,,,,,
"BALDATA, GRISELDA ANGELA",2007-2011,Córdoba,COALICION CIVICA,,,,,,,,,,,
"BALDRICH, JORGE DE",1999-2003,Mendoza,ALIANZA PARTIDO JUSTICIALISTA - ALIANZA NUEVA REPUBLICA EN ACCION,,,,,,,"Reemplazado por CORREA, ELSA H.",,,,
"BALESTRA, JUAN",1963-1967,Corrientes,PARTIDO LIBERAL AUTONOMISTA DE CORRIENTES,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1966/1973 (ONGANIA-LEVINGSTON-LANUSSE),,,,,,,,,
"BALESTRA, JUAN",1888-1892,Corrientes,No consignado,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial;,,,,,,,,,,
"BALESTRA, JUAN",1898-1902,Corrientes,No consignado,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"BALESTRA, JUAN",1906-1910,Corrientes,No consignado,Nota girada a esta Cámara por la Legislatura provincial,,,,,,,,,,
"BALESTRA, JUAN",1902-1906,Corrientes,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la",,,,,,,,,,
"BALESTRA, RENE HELVECIO",1997-2001,Santa Fe,"ALIANZA por el TRABAJO, la JUSTICIA y la EDUCACION",,,,,,,,,,,
"BALESTRA, RENE HELVECIO",1991-1995,Santa Fe,UNION CIVICA RADICAL,,,,,,,,,,,
"BALESTRA, RICARDO RAMON",1983-1985,Corrientes,PARTIDO LIBERAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"BALESTRA, RICARDO RAMON",1973-1977,Corrientes,PACTO AUTONOMISTA LIBERAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,Clausura del Poder Legislativo en el período 1976/1983 (VIDELA-VIOLA-GALTIERI-BIGNONE),,,,,,,,,
"BALESTRINI, ALBERTO EDGARDO",2005-2009,Buenos Aires,ALIANZA FRENTE PARA LA VICTORIA (Polo Social - Partido De la Victoria - Nueva Democracia - Partido para la Acción Nueva - Frente Grande - Movimiento H.A.C.E.R. por Buenos Aires),,,,,,,"Reemplazado por BERNAZZA, CLAUDIA ALICIA",,,,
"BALESTRINI, ALBERTO EDGARDO",1991-1995,Buenos Aires,FRENTE JUSTICIALISTA FEDERAL,,,,,,,,,,,
"BALESTRINI, MIGUEL ALBERTO",1993-1997,Córdoba,PARTIDO JUSTICIALISTA,,,,,,,,,,,
"BALESTRINI, MIGUEL ALBERTO",1989-1993,Córdoba,FRENTE JUSTICIALISTA de UNIDAD POPULAR,,,,,,,,,,,
"BALIAN, ALEJANDRO",1999-2003,Córdoba,"ALIANZA POR EL TRABAJO, LA JUSTICIA Y LA EDUCACION",,,,,,,,,,,
"BALL LIMA, GUILLERMO A.",1987-1991,Buenos Aires,FRENTE JUSTICIALISTA RENOVADOR,,,,,,,,,,,
"BALLESTEROS, JUAN",1861-1862,Entre Ríos,No consignado,,Clausura del Poder Legislativo en 1861 por la Confederación Argentina,,,,Parana,,,,,
"BALSA, EUDORO J.",1876-1880,Buenos Aires,No consignado,"Decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por el Poder Ejecutivo Nacional por la cual info",,,,,,,,,,
"BALSA, EUDORO J.",1875-1876,Buenos Aires,No consignado,Nota girada a esta Cámara por el Poder Ejecutivo Nacional por la cual informa que tomó conocimiento de la elección;,,,,,,,,,,
"BALSA, EUDORO J.",1882-1886,Capital Federal,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial",,,,,,,,,,
"BALTER, CARLOS MARIO",1997-2001,Mendoza,PARTIDO DEMOCRATA,,,,,,,,,,,
"BALTER, CARLOS MARIO",1993-1997,Mendoza,PARTIDO DEMOCRATA,,,,,,,,,,,
"BALTUZZI, ANGEL ENZO",2001-2005,Santa Fe,FRENTE JUSTICIALISTA POR SANTA Fe,,,,,,,,,,,
"BANDEO, GILBERTO",1987-1991,Formosa,FRENTE DE LA VICTORIA,,,,,,,,,,,
"BANZAS DE MOREAU, MARIA DEL CARMEN",1995-1999,Buenos Aires,UNION CIVICA RADICAL,,,,,,,,,,,
"BARABINO ARANA, OSCAR ADOLFO",1955-1961,Tierra del Fuego,PARTIDO PERONISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1955/1958 (LONARDI-ARAMBURU),,,,,,,,,
"BARAGIOLA, VILMA ROSANA",2005-2009,Buenos Aires,UNION CIVICA RADICAL,,,,,,,,,,,
"BARBAGELATA, MARIA ELENA",2001-2005,Capital Federal,PARTIDO SOCIALISTA,,,,,,,,,,,
"BARBAGELATA, MARIA ELENA",1997-2001,Capital Federal,PARTIDO SOCIALISTA POPULAR,,,,,,,,,,,
"BARBARO, JULIO DONATO",1983-1985,Capital Federal,PARTIDO JUSTICIALISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"BARBARO, JULIO DONATO",1973-1977,Capital Federal,FRENTE JUSTICIALISTA DE LIBERACION,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,Clausura del Poder Legislativo en el período 1976/1983 (VIDELA-VIOLA-GALTIERI-BIGNONE),,,,,,,,,
"BARBEITO, JUAN A.",1868-1872,San Luis,No consignado,"Decreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial",,,,,,,,,,
"BARBEITO, JUAN CARLOS",1987-1991,San Luis,PARTIDO JUSTICIALISTA,,,,,,,,,,,
"BARBEITO, JUAN CARLOS",1983-1987,San Luis,PARTIDO JUSTICIALISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"BARBERA, ELISEO",1991-1995,Salta,PARTIDO JUSTICIALISTA,,,,,,,,,,,
"BARBERIS, EDGARDO ANGEL",1995-1999,Santa Fe,UNION CIVICA RADICAL,,,,,,,,,,,
"BARBICH, M. JOSE",1930-1934,Buenos Aires,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1930/1932 (URIBURU),,,,,,,,,
"BARBICH, M. JOSE",1926-1930,Buenos Aires,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"BARBICH, M. JOSE",1922-1926,Buenos Aires,UNION CIVICA RADICAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"BARBIERI, MARIO LEANDRO",2009-2013,Buenos Aires,ALIANZA ACUERDO CIVICO Y SOCIAL,,,,,,,,,,,
"BARBOTTI, ATILIO ECTOR",1991-1995,Chaco,ACCION CHAQUEÑA,,,,,,,,,,,
"BARCAT, ABDO",1965-1969,Santa Cruz,UNIDAD NACIONAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,Clausura del Poder Legislativo en el período 1966/1973 (ONGANIA-LEVINGSTON-LANUSSE),,,,,,,,,
"BARCELO, ALBERTO",1936-1940,Buenos Aires,DEMOCRATA NACIONAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,,,,,,
"BARCELO, ALBERTO",1922-1926,Buenos Aires,DEMOCRATA NACIONAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"BARCELO, ALBERTO",1916-1920,Buenos Aires,DEMOCRATA NACIONAL,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"BARCHETA, OMAR SEGUNDO",2011-2015,Santa Fe,PARTIDO SOCIALISTA,,,,,,,,,,,
"BARCO, JERONIMO DEL",1916-1920,Córdoba,DEMOCRATA PROGRESISTA,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial,,,,,Electo Gobernador de la provincia,,,,,
"BARCO, JERONIMO DEL",1906-1910,Córdoba,No consignado,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial Nota girada a esta Cámara por la Legislatura provincial;,,,,,,,,,,
"BARCO, JERONIMO DEL",1912-1916,Córdoba,No consignado,Acta judicial del resultado electoral o Acta de la sesión de la Legislatura provincial;,,,,,,,,,,
"BARCO, JERONIMO DEL",1876-1880,Córdoba,No consignado,Nota girada a esta Cámara por el Poder Ejecutivo Nacional por la cual informa que tomó conocimiento de la elección;,,,,,,,,,,
"BARCO, JERONIMO DEL",1902-1906,Córdoba,No consignado,"Proyecto de decreto de una comisión especial o de la Comisión de Peticiones, Poderes y ReglamentoDecreto de una comisión especial o de la Comisión de Peticiones, Poderes y Reglamento Acta judicial del resultado electoral o Acta de la sesión de la Legislat",,,,,,,,,,
